kHz ,Time(UTC),Days,ITU, Station ,Lng,Target, Remarks ,P,Start,Stop, Input     , Type ,Tone Out,Tone In, Alpha Tag , Mode , Tag ,County,City,Agency,Notes,Source,EchoLink(E),IRLP(I),WideArea(x),ARES(s)
444.050,,,,KF6QYJ,,,Coordinated,,,,449.050,,,127.3,SLOECC,FMN,Ham,,SanLuisObispo,,o127.3elrsx,narcc.org,,,y,y
444.050,,,,KB6FEC,,,Coordinated,,,,449.050,,,,KB6FEC,FMN,Ham,,San Jose,,cals,narcc.org,,,,y
444.075,,,,WB6ORK,,,Not Coordinated,,,,449.075,,,,WB6ORK,FMN,Ham,,King City,,#celsx,narcc.org,,,y,y
444.100,,,,KD6EKH,,,Coordinated,,,,449.100,,,127.3,SLOECC,FMN,Ham,,San Simeon,,o127.3elrsx,narcc.org,,,y,y
444.100,,,,N6TLQ,,,Not Coordinated,,,,449.100,,,,N6TLQ,FMN,Ham,,San Jose,,#cer,narcc.org,,,,
444.150,,,,W6SLO,,,Coordinated,,,,449.150,,,127.3,SLOECC,FMN,Ham,,SantaMargarita,,o127.3elrsx,narcc.org,,,y,y
444.175,,,,WA6RQX,,,Coordinated,,,,449.175,,,192.8,WA6RQX,FMN,Ham,,San Jose,,o192.8elrx,narcc.org,,,y,
444.200,,,,KJ6WZS,,,Coordinated,,,,449.200,,,123.0,GilroyRPTR,FMN,Ham,,Gilroy,,o123.0e,narcc.org,,,,
444.225,,,,KE6JTK,,,Not Coordinated,,,,449.225,,,131.8,KE6JTK,FMN,Ham,,LosAltosHills,,#o131.8aex,narcc.org,,,y,
444.275,,,,N6SPD,,,Coordinated,,,,449.275,,,100.0,N6SPD RG,FMN,Ham,,Monterey,,o100.0aelrsx,narcc.org,,I:3589,y,y
444.275,,,,WA6VPL,,,Coordinated,,,,449.275,,,,WA6VPL,FMN,Ham,,Nipomo,,c,narcc.org,,,,
444.300,,,,W7AFG,,,Coordinated,,,,449.300,,,173.8,AREA-Amate,FMN,Ham,,San Jose,,o173.8ersx,narcc.org,,,y,y
444.300,,,,W7AFG,,,Coordinated,,,,449.300,,,162.2,AREA-Amate,FMN,Ham,,San Jose,,o162.2aers,narcc.org,,,,y
444.325,,,,KD6AOG,,,Not Coordinated,,,,449.325,,,127.3,KD6AOG,FMN,Ham,,San Jose,,#o127.3,narcc.org,,,,
444.350,,,,KJ6VU,,,Coordinated,,,,449.350,,,,NCCRA,FMN,Ham,,Palo Alto,,celx,narcc.org,,,y,
444.375,,,,WA6RQX,,,Coordinated,,,,449.375,,,100.0,WEST COAST,FMN,Ham,,Soledad,,o100.0er,narcc.org,,,,
444.375,,,,N6INC,,,Coordinated,,,,449.375,,,,KQ6RC,FMN,Ham,,Milpitas,,cl,narcc.org,,,,
444.400,,,,WA6YCZ,,,Coordinated,,,,449.400,,,,BAYCOM,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
444.425,,,,KJ6VU,,,Coordinated,,,,449.425,,,127.3,Bay-Net,FMN,Ham,,Palo Alto,,o127.3ersx,narcc.org,,,y,
444.450,,,,WB6JSO,,,Coordinated,,,,449.450,,,100.0,WB6JSO,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
444.475,,,,W6FM,,,Coordinated,,,,449.475,,,,W6FM,FMN,Ham,,SanLuisObispo,,celx,narcc.org,,,y,
444.525,,,,W6FM,,,Coordinated,,,,449.525,,,127.3,W6FM,FMN,Ham,,SanLuisObispo,,o127.3ex,narcc.org,E:68906,I:5570,y,
444.525,,,,W6JSO,,,Coordinated,,,,449.525,,,123.0,W6JSO,FMN,Ham,,Monterey,,o123.0ersx,narcc.org,,I:3091,y,y
444.550,,,,W6FM,,,Coordinated,,,,449.550,,,,W6FM,FMN,Ham,,King City,,cex,narcc.org,,,y,
444.600,,,,KB6BF,,,Coordinated,,,,449.600,,,131.8,KB6BF,FMN,Ham,,Pismo Beach,,o131.8e,narcc.org,,,,
444.600,,,,WB6OQS,,,Coordinated,,,,449.600,,,141.3,SCVRS,FMN,Ham,,San Jose,,o141.3alx,narcc.org,,,y,
444.625,,,,N6NAC,,,Coordinated,,,,449.625,,,110.9,N6NAC,FMN,Ham,,San Jose,,o110.9aelsx,narcc.org,,,y,y
444.700,,,,K6LY,,,Not Coordinated,,,,449.700,,,123.0,NPSARC,FMN,Ham,,Monterey,,o123.0ers,narcc.org,E:39310,I:3139,,y
444.700,,,,KB6Q,,,Not Coordinated,,,,449.700,,,100.0,KB6Q,FMN,Ham,,Nipomo,,#o100.0e,narcc.org,,,,
444.700,,,,WB6KHP,,,Coordinated,,,,449.700,,,127.3,CFMA,FMN,Ham,,San Jose,,o127.3,narcc.org,E:525493,I:3246,,
444.750,,,,N9JIM,,,Coordinated,,,,449.750,,,100.0,K6LHE,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
444.800,,,,WA6VPL,,,Coordinated,,,,449.800,,,,WA6VPL,FMN,Ham,,Lompoc,,cls,narcc.org,,,,y
444.800,,,,WA6GEL,,,Coordinated,,,,449.800,,,,Red Carpet,FMN,Ham,,San Jose,,ce,narcc.org,,,,
444.875,,,,KQ6RC,,,Coordinated,,,,449.875,,,,KQ6RC,FMN,Ham,,Santa Clara,,celx,narcc.org,,,y,
444.900,,,,KC6WRD,,,Coordinated,,,,449.900,,,,FCC,FMN,Ham,,SanLuisObispo,,ce,narcc.org,,,,
444.900,,,,KU6V,,,Coordinated,,,,449.900,,,110.9,KU6V,FMN,Ham,,San Jose,,o110.9elx,narcc.org, E:114065,I:3620,y,
444.925,,,,KB6LCS,,,Coordinated,,,,449.925,,,156.7,WA6HWT,FMN,Ham,,Los Gatos,,o156.7elx,narcc.org,,,y,
444.950,,,,KB6LED,,,Coordinated,,,,449.950,,,162.2,KB6LED,FMN,Ham,,Palo Alto,,o162.2ex,narcc.org,E:45808,,y,
444.975,,,,WB6MIA,,,Coordinated,,,,449.975,,,127.3,SLOECC,FMN,Ham,,Los Osos,,o127.3ers,narcc.org,,,,y
444.975,,,,WB6KHP,,,Coordinated,,,,449.975,,,127.3,CFMA,FMN,Ham,,Los Gatos,,o127.3ex,narcc.org,,,y,
451.588,,,,WPLT483 ,,,District Operations ,,,,,M,,,SVWD MOB,FM ,Utilities ,Santa Cruz,Scotts Valley,Water,,RadioReference,,,,
453.600,,,,WNYW379 ,,,Civic Auditorium Ops ,,,,,BM,,,StnaCruzCiv,FM ,Public Works ,Santa Cruz,Santa Cruz,,,RadioReference,,,,
456.438,,,,WPLT483 ,,,District Operations ,,,,,M,,,SVWD MOB,FM ,Utilities ,Santa Cruz,Scotts Valley,Water,,RadioReference,,,,
456.538,,,,WPLT483 ,,,District Operations ,,,,,M,,,SVWD MOB,FM ,Utilities,Santa Cruz,Scotts Valley,Water,,RadioReference,,,,
460.925,,,,,,,Ch. 6 Tactical ,,,,,M,82.5 PL,,FirstAlarm 6,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
460.975,,,,,,,Ch. 1 Monterey Peninsula Primary ,,,,465.975,RM,82.5 PL,,FirstAlarm 1,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
460.975,,,,,,,Ch. 3 Carmel and South Monterey Primary ,,,,465.975,RM,025 DPL,,FirstAlarm 3,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
460.975,,,,,,,Ch. 5 Talk-Around ,,,,,M,,,FirstAlarm 5,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
461.000,,,,,,,"Ch. 2 Santa Cruz, South Bay and Gilroy Primary ",,,,466.000,RM,179.9 PL,,FirstAlarm 2,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
461.250,,,,,,,Ch. 4 Salinas and Holister Primary ,,,,,,123.0 PL,,FirstAlarm 4,FM ,Security ,Santa Cruz,,First Alarm,,RadioReference,,,,
464.450,,,,KNDV259 ,,,Community Bridges (Aptos) ,,,,469.450,RM,,,Dial-A-Ride,FM ,Transportation ,Santa Cruz,,,,RadioReference,,,,
464.625,,,,,,,Southwest Airlines Ops,,,,,,,,,,,,,SJC,,liveatc.net,,,,
927.025,,,,WA6JQV,,,Coordinated,,,,902.025,,,,WA6JQV,FMN,Ham,,Los Gatos,,celx,narcc.org,,,y,
927.050,,,,K6DND,,,Coordinated,,,,902.050,,,,K6DND,FMN,Ham,,Los Gatos,,oel,narcc.org,,,,
927.138,,,,WA6FUL,,,Not Coordinated,,,,902.138,,,,WA6FUL,FMN,Ham,,Cupertino,,#oelrsx,narcc.org,,,y,y
927.150,,,,N6NMZ,,,Coordinated,,,,902.150,,,156.7,N6NMZ,FMN,Ham,,Los Gatos,,o156.7l,narcc.org,,,,
927.213,,,,WA6FUL,,,Not Coordinated,,,,902.213,,,,WA6FUL,FMN,Ham,,Cupertino,,#oersx,narcc.org,,,y,y
927.250,,,,K6INC,,,Coordinated,,,,902.250,,,114.8,KD6YYJ,FMN,Ham,,Los Gatos,,o114.8elx,narcc.org,,,y,
927.288,,,,W6JSO,,,Coordinated,,,,902.288,,,,W6JSO,FMN,Ham,,Monterey,,oelrsx,narcc.org,,,y,y
927.463,,,,WA6JQV,,,Coordinated,,,,902.463,,,,WA6JQV,FMN,Ham,,Los Gatos,,celx,narcc.org,,,y,
927.475,,,,WA6JQV,,,Coordinated,,,,902.475,,,,WA6JQV,FMN,Ham,,Los Gatos,,celx,narcc.org,,,y,
927.638,,,,NC9RS,,,Coordinated,,,,902.013,,,123.0,nc9rs.com,FMN,Ham,,Salinas,,o123.0elx,narcc.org,,,y,
927.738,,,,K6SNC,,,Coordinated,,,,902.738,,,100.0,K6WAR,FMN,Ham,,Santa Clara,,o100.0elrs,narcc.org,,,,y
927.813,,,,N6SPB,,,Coordinated,,,,902.813,,,123.0,N6SPB,FMN,Ham,,San Jose,,o123.0l,narcc.org,,,,
927.838,,,,N6MEF,,,Pending,,,,902.838,,,100.0,N6MEF,FMN,Ham,,Santa Clara,,#o100.0rs,narcc.org,,,,y
927.863,,,,WW6BAY,,,Coordinated,,,,902.863,,,,Bay-Net,FMN,Ham,,Palo Alto,,oelx,narcc.org,,I:3802,y,
927.900,,,,N6TBQ,,,Coordinated,,,,902.900,,,,LPRC,FMN,Ham,,San Jose,,ol,narcc.org,,,,
927.913,,,,K6DND,,,Coordinated,,,,902.050,,,167.9,K6DND,FMN,Ham,,Los Gatos,,o167.9aelx,narcc.org,,,y,
927.925,,,,W6MOW,,,Coordinated,,,,902.925,,,123.0,W6MOW,FMN,Ham,,Felton,,o123.0e,narcc.org,,,,
927.950,,,,KG6UYZ,,,Coordinated,,,,902.950,,,,KG6UYZ,FMN,Ham,,Salinas,,oelx,narcc.org,,,y,
927.975,,,,WE6R,,,Not Coordinated,,,,902.975,,,,WE6R,FMN,Ham,,Monterey,,celrs,narcc.org,,,,
1282.000,,,,W6RLW,,,Coordinated,,,,1270.000,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5l,narcc.org,,,,
1282.200,,,,W6RLW,,,Coordinated,,,,1270.200,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5lx,narcc.org,,,y,
1282.500,,,,W6YX,,,Coordinated,,,,1270.500,,,88.5,SUARC,FMN,Ham,,Palo Alto,,o88.5elx,narcc.org,,,y,
1283.000,,,,W6RLW,,,Coordinated,,,,1271.000,,,88.5,ARRC,FMN,Ham,,Saratoga,,o88.5l,narcc.org,,,,
1283.100,,,,N6AKK,,,Not Coordinated,,,,1271.100,,,88.5,CarJack,FMN,Ham,,San Jose,,#o88.5ael,narcc.org,,,,
1283.150,,,,W6SRI,,,Coordinated,,,,1271.150,,,100.0,SRI INT,FMN,Ham,,Los Altos,,o100.0ex,narcc.org,,,y,
1283.400,,,,N6EEZ,,,Coordinated,,,,1272.400,,,94.8,N6EEZ,FMN,Ham,,San Jose,,o94.8al,narcc.org,,,,
1283.550,,,,N6AKK,,,Not Coordinated,,,,1271.550,,,88.5,CarJack,FMN,Ham,,San Jose,,#o88.5ael,narcc.org,,,,
1283.700,,,,WA6GFY,,,Coordinated,,,,1271.700,,,100.0,LMERA ARC,FMN,Ham,,San Jose,,o100.0ex,narcc.org,,,y,
1284.000,,,,N6MBB,,,Not Coordinated,,,,1272.000,,,100.0,N6MBB,FMN,Ham,,Cupertino,,#o100.0,narcc.org,,,,
1284.250,,,,N6SGI,,,Not Coordinated,,,,1272.250,,,88.5,SGIARC,FMN,Ham,,Mountain View,,#o88.5e,narcc.org,,,,
1284.300,,,,N6AKB,,,Not Coordinated,,,,1272.300,,,100.0,N6AKB,FMN,Ham,,San Jose,,#o100.0e,narcc.org,,,,
1284.850,,,,K6KMT,,,Not Coordinated,,,,1272.850,,,100.0,K6KMT,FMN,Ham,,Campbell,,#o100.0s,narcc.org,,,,
1284.950,,,,K6BAM,,,Coordinated,,,,1272.950,,,88.5,BAMA,FMN,Ham,,Palo Alto,,o88.5ex,narcc.org,,,y,
1285.000,,,,W6RLW,,,Coordinated,,,,1273.000,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5lx,narcc.org,,,y,
1285.650,,,,W6MOW,,,Coordinated,,,,1273.650,,,110.9,MARG,FMN,Ham,,Cupertino,,o110.9l,narcc.org,,,,
1285.800,,,,KD6AOG,,,Not Coordinated,,,,1273.800,,,127.3,KD6AOG,FMN,Ham,,San Jose,,#o127.3,narcc.org,,,,
1285.950,,,,KU6V,,,Coordinated,,,,1273.950,,,100.0,KU6V,FMN,Ham,,San Jose,,o100.0aelx,narcc.org,,I:3620,y,
1286.000,,,,N6NAC,,,Coordinated,,,,1274.000,,,110.9,N6NAC,FMN,Ham,,San Jose,,o110.9elx,narcc.org,,,y,
1286.075,,,,WB6OCD,,,Not Coordinated,,,,1274.075,,,88.5,WB6OCD,FMN,Ham,,San Jose,,#o88.5aex,narcc.org,,,y,
1286.150,,,,KD6AOG,,,Not Coordinated,,,,1274.150,,,127.3,KD6AOG,FMN,Ham,,San Jose,,#o127.3x,narcc.org,,,y,
1286.200,,,,N6NAC,,,Coordinated,,,,1274.200,,,110.9,N6NAC,FMN,Ham,,Watsonville,,o110.9e,narcc.org,,,,
1286.200,,,,W6PIY,,,Coordinated,,,,1274.200,,,100.0,WVARA,FMN,Ham,,San Jose,,o100.0aels,narcc.org,,,,y
1286.325,,,,N6SPB,,,Coordinated,,,,1274.325,,,88.5,N6SPB,FMN,Ham,,San Jose,,o88.5l,narcc.org,,,,
1286.400,,,,AA6IW,,,Not Coordinated,,,,1274.400,,,88.5,AA6IW,FMN,Ham,,Los Altos,,#o88.5,narcc.org,,,,
1286.450,,,,K6MF,,,Coordinated,,,,1274.450,,,,K6MF,FMN,Ham,,San Jose,,cel,narcc.org,,,,
1286.500,,,,W7AFG,,,Coordinated,,,,1274.500,,,173.8,AREA-Amate,FMN,Ham,,San Jose,,o173.8elrsx,narcc.org,,,y,y
1286.700,,,,K6LY,,,Not Coordinated,,,,1274.700,,,162.2,NPSARC,FMN,Ham,,Monterey,,#o162.2es,narcc.org,,,,y
1286.850,,,,K6GDS,,,Not Coordinated,,,,1274.850,,,88.5,K6GDS,FMN,Ham,,Santa Clara,,#o88.5,narcc.org,,,,
1287.000,,,,K6CPU,,,Not Coordinated,,,,1275.000,,,88.5,IEARS,FMN,Ham,,Santa Clara,,#o88.5e,narcc.org,,,,
1287.200,,,,KE6STH,,,Coordinated,,,,1275.200,,,88.5,KE6STH,FMN,Ham,,San Jose,,o88.5a,narcc.org,E:95278,,,
1287.500,,,,K6UB,,,Coordinated,,,,1275.500,,,88.5,K6UB,FMN,Ham,,Saratoga,,o88.5el,narcc.org,,I:3610,,
1287.700,,,,W6RLW,,,Coordinated,,,,1275.700,,,88.5,ARRC,FMN,Ham,,San Jose,,o88.5lx,narcc.org,,,y,
1292.520,,,,KW6KW,,,Not Coordinated,,,,1272.520,,,,KW6KW,FMN,Ham,,Cupertino,,#oe,narcc.org,,,,
1292.550,,,,WA6ITV,,,Not Coordinated,,,,1272.550,,,88.5,WA6ITV,FMN,Ham,,Palo Alto,,#o88.5,narcc.org,,,,
